"","X.1","file_id2","newspaper_name","newspaper_state","date","year","month","day","page","edition","mod_id","unnamed_0","file_id","article_id","sn","url","black_press","filename","X","index","article_title","newspaper_city","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath"
"1378",5356,"86550_5","The Forrest City times (Forrest City, A...)","Arkansas","1892-03-18",1892,3,18,"seq-4","ed-1",1,394,86550,5,"sn84022960","https://articleextractor.org/pages/86550/arhi_alakazam_ver01/sn84022960/1892/03/18/ed-1/seq-4/0?user_id=6",NA,"86550_5.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",5357,"86551_0",NA,"Arkansas","1909-05-06",1909,5,6,"seq-7","ed-1",1,383,86551,0,"sn92050006","https://articleextractor.org/pages/86551/arhi_aerosmith_ver01/sn92050006/1909/05/06/ed-1/seq-7/0?user_id=6",NA,"86551_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",5358,"86552_0","The Forrest City times (Forrest City, A...)","Arkansas","1899-06-16",1899,6,16,"seq-4","ed-1",1,409,86552,0,"sn84022960","https://articleextractor.org/pages/86552/arhi_alakazam_ver01/sn84022960/1899/06/16/ed-1/seq-4/0?user_id=6",NA,"86552_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",5359,"86555_0","Woodruff County news (McCrory, Ark.)","Arkansas","1901-04-04",1901,4,4,"seq-1","ed-1",1,439,86555,0,"sn90050109","https://articleextractor.org/pages/86555/arhi_beatles_ver01/sn90050109/1901/04/04/ed-1/seq-1/0?user_id=6",NA,"86555_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",5362,"86558_0","The New Orleans daily Democrat (New Orleans, La...)","Louisiana","1878-03-24",1878,3,24,"seq-1","ed-1",1,5092,86558,0,"sn83026413","https://articleextractor.org/pages/86558/lu_nejat_ver01/sn83026413/1878/03/24/ed-1/seq-1/0?user_id=6",NA,"86558_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383",5366,"86562_0","Public ledger (Memphis, Tenn.)","Tennessee","1883-07-06",1883,7,6,"seq-1","ed-1",1,10857,86562,0,"sn85033673","https://articleextractor.org/pages/86562/tu_brownie_ver01/sn85033673/1883/07/06/ed-1/seq-1/0?user_id=6",NA,"86562_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",5367,"86562_1","Public ledger (Memphis, Tenn.)","Tennessee","1883-07-06",1883,7,6,"seq-1","ed-1",1,10858,86562,1,"sn85033673","https://articleextractor.org/pages/86562/tu_brownie_ver01/sn85033673/1883/07/06/ed-1/seq-1/0?user_id=6",NA,"86562_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",5373,"86567_0","Savannah morning news (Savannah)","Georgia","1883-01-09",1883,1,9,"seq-1","ed-1",1,2588,86567,0,"sn82015137","https://articleextractor.org/pages/86567/gu_ace_ver02/sn82015137/1883/01/09/ed-1/seq-1/0?user_id=6",NA,"86567_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",5374,"86567_1","Savannah morning news (Savannah)","Georgia","1883-01-09",1883,1,9,"seq-1","ed-1",1,2589,86567,1,"sn82015137","https://articleextractor.org/pages/86567/gu_ace_ver02/sn82015137/1883/01/09/ed-1/seq-1/0?user_id=6",NA,"86567_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",5378,"86573_0","The New Orleans daily Democrat (New Orleans, La...)","Louisiana","1877-08-15",1877,8,15,"seq-2","ed-1",1,5091,86573,0,"sn83026413","https://articleextractor.org/pages/86573/lu_nejat_ver01/sn83026413/1877/08/15/ed-1/seq-2/0?user_id=6",NA,"86573_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",5379,"86574_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1882-07-13",1882,7,13,"seq-2","ed-1",1,11974,86574,0,"sn85025007","https://articleextractor.org/pages/86574/vi_gabbana_ver01/sn85025007/1882/07/13/ed-1/seq-2/0?user_id=6",NA,"86574_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",5390,"86581_0","The Birmingham age-herald (Birmingham, Ala...)","Alabama","1919-11-29",1919,11,29,"seq-1","ed-1",2,802,86581,0,"sn85038485","https://articleextractor.org/pages/86581/au_carver_ver01/sn85038485/1919/11/29/ed-1/seq-1/0?user_id=6",NA,"86581_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",5394,"86585_0","The Lakeland evening telegram. (Lakeland, Fla.)","Florida","1915-01-08",1915,1,8,"seq-4","ed-1",2,2543,86585,0,"sn95047222","https://articleextractor.org/pages/86585/fu_frostproof_ver01/sn95047222/1915/01/08/ed-1/seq-4/0?user_id=6",NA,"86585_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",5395,"86586_0","The Monroe journal (Monroe, N.C.)","North Carolina","1915-03-02",1915,3,2,"seq-8","ed-1",2,8360,86586,0,"sn91068476","https://articleextractor.org/pages/86586/ncu_kings_ver01/sn91068476/1915/03/02/ed-1/seq-8/0?user_id=6",NA,"86586_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",5398,"86589_0","The Washington times (Washington [D.C...)","District of Columbia","1921-08-01",1921,8,1,"seq-6","ed-1",2,2438,86589,0,"sn84026749","https://articleextractor.org/pages/86589/dlc_yorkie_ver01/sn84026749/1921/08/01/ed-1/seq-6/0?user_id=6",NA,"86589_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",5399,"86590_0","Brownsville herald (Brownsville, Te...)","Texas","1921-10-02",1921,10,2,"seq-2","ed-1",2,11248,86590,0,"sn86063730","https://articleextractor.org/pages/86590/txdn_burnett_ver01/sn86063730/1921/10/02/ed-1/seq-2/0?user_id=6",NA,"86590_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",5400,"86591_0","Richmond planet (Richmond, Va.)","Virginia","1918-04-13",1918,4,13,"seq-1","ed-1",2,12060,86591,0,"sn84025841","https://articleextractor.org/pages/86591/vi_lauren_ver02/sn84025841/1918/04/13/ed-1/seq-1/0?user_id=6","Y","86591_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",5403,"86594_0","The Washington times (Washington [D.C...)","District of Columbia","1921-07-24",1921,7,24,"seq-3","ed-1",2,2436,86594,0,"sn84026749","https://articleextractor.org/pages/86594/dlc_yorkie_ver01/sn84026749/1921/07/24/ed-1/seq-3/0?user_id=6",NA,"86594_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",5408,"86598_0","The Mena weekly star. (Mena, Ark.)","Arkansas","1909-05-27",1909,5,27,"seq-1","ed-1",2,485,86598,0,"sn89051213","https://articleextractor.org/pages/86598/arhi_electabuzz_ver01/sn89051213/1909/05/27/ed-1/seq-1/0?user_id=6",NA,"86598_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",5419,"86615_0","Evening star (Washington, D.C...)","District of Columbia","1927-11-10",1927,11,10,"seq-45","ed-1",2,2239,86615,0,"sn83045462","https://articleextractor.org/pages/86615/dlc_irving_ver01/sn83045462/1927/11/10/ed-1/seq-45/0?user_id=6",NA,"86615_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",5421,"86617_0","The Pensacola journal. (Pensacola, Fla.)","Florida","1922-09-03",1922,9,3,"seq-1","ed-1",2,2488,86617,0,"sn87062268","https://articleextractor.org/pages/86617/fu_cedarkey_ver01/sn87062268/1922/09/03/ed-1/seq-1/0?user_id=6",NA,"86617_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",5429,"86624_0","The Pensacola journal. (Pensacola, Fla.)","Florida","1920-11-04",1920,11,4,"seq-1","ed-1",2,2480,86624,0,"sn87062268","https://articleextractor.org/pages/86624/fu_cedarkey_ver01/sn87062268/1920/11/04/ed-1/seq-1/0?user_id=6",NA,"86624_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",5431,"86626_0","Brownsville herald (Brownsville, Te...)","Texas","1922-05-21",1922,5,21,"seq-1","ed-1",2,11249,86626,0,"sn86063730","https://articleextractor.org/pages/86626/txdn_burnett_ver01/sn86063730/1922/05/21/ed-1/seq-1/0?user_id=6",NA,"86626_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",5437,"86632_0","Hickory daily record (Hickory, N.C.)","North Carolina","1920-07-07",1920,7,7,"seq-1","ed-1",2,7969,86632,0,"sn91068423","https://articleextractor.org/pages/86632/ncu_deer_ver01/sn91068423/1920/07/07/ed-1/seq-1/0?user_id=6",NA,"86632_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",5443,"86636_0","Knoxville daily chronicle (Knoxville, Tenn...)","Tennessee","1882-08-12",1882,8,12,"seq-1","ed-1",1,11125,86636,0,"sn85033437","https://articleextractor.org/pages/86636/tu_kay_ver01/sn85033437/1882/08/12/ed-1/seq-1/0?user_id=6",NA,"86636_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",5457,"86656_0","St. Landry democrat. (Opelousas, La.)","Louisiana","1882-09-02",1882,9,2,"seq-2","ed-1",1,5028,86656,0,"sn88064537","https://articleextractor.org/pages/86656/lu_blastoise_ver01/sn88064537/1882/09/02/ed-1/seq-2/0?user_id=6",NA,"86656_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",5458,"86656_1","St. Landry democrat. (Opelousas, La.)","Louisiana","1882-09-02",1882,9,2,"seq-2","ed-1",1,5027,86656,1,"sn88064537","https://articleextractor.org/pages/86656/lu_blastoise_ver01/sn88064537/1882/09/02/ed-1/seq-2/0?user_id=6",NA,"86656_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",5460,"86658_0",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,351,86658,0,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",5461,"86658_1",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,352,86658,1,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",5462,"86658_2",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,353,86658,2,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",5463,"86658_3",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,354,86658,3,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",5464,"86658_4",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,355,86658,4,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_4.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",5465,"86658_5",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,356,86658,5,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_5.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",5466,"86658_7",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,360,86658,7,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_7.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",5467,"86658_8",NA,"Arkansas","1908-01-04",1908,1,4,"seq-2","ed-1",1,359,86658,8,"sn89051318","https://articleextractor.org/pages/86658/arhi_aerosmith_ver01/sn89051318/1908/01/04/ed-1/seq-2/0?user_id=6",NA,"86658_8.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",5469,"86661_0","The Brunswick news (Brunswick, Ga.) 1906-2016","Georgia","1910-01-13",1910,1,13,"seq-1","ed-1",1,2770,86661,0,"sn90052143","https://articleextractor.org/pages/86661/gu_javert_ver01/sn90052143/1910/01/13/ed-1/seq-1/0?user_id=6",NA,"86661_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",5485,"86686_0",NA,"Arkansas","1899-03-22",1899,3,22,"seq-4","ed-1",1,346,86686,0,"sn89051163","https://articleextractor.org/pages/86686/arhi_aerosmith_ver01/sn89051163/1899/03/22/ed-1/seq-4/0?user_id=6",NA,"86686_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",5486,"86687_0",NA,"Arkansas","1898-02-05",1898,2,5,"seq-4","ed-1",1,345,86687,0,"sn89051163","https://articleextractor.org/pages/86687/arhi_aerosmith_ver01/sn89051163/1898/02/05/ed-1/seq-4/0?user_id=6",NA,"86687_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",5487,"86688_0",NA,"Arkansas","1898-01-26",1898,1,26,"seq-4","ed-1",1,344,86688,0,"sn89051163","https://articleextractor.org/pages/86688/arhi_aerosmith_ver01/sn89051163/1898/01/26/ed-1/seq-4/0?user_id=6",NA,"86688_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",5488,"86691_0",NA,"Arkansas","1897-08-14",1897,8,14,"seq-1","ed-1",1,339,86691,0,"sn89051163","https://articleextractor.org/pages/86691/arhi_aerosmith_ver01/sn89051163/1897/08/14/ed-1/seq-1/0?user_id=6",NA,"86691_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",5489,"86691_1",NA,"Arkansas","1897-08-14",1897,8,14,"seq-1","ed-1",1,341,86691,1,"sn89051163","https://articleextractor.org/pages/86691/arhi_aerosmith_ver01/sn89051163/1897/08/14/ed-1/seq-1/0?user_id=6",NA,"86691_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",5490,"86692_0",NA,"Arkansas","1896-11-18",1896,11,18,"seq-1","ed-1",1,338,86692,0,"sn89051163","https://articleextractor.org/pages/86692/arhi_aerosmith_ver01/sn89051163/1896/11/18/ed-1/seq-1/0?user_id=6",NA,"86692_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",5491,"86693_0",NA,"Arkansas","1896-05-20",1896,5,20,"seq-1","ed-1",1,324,86693,0,"sn89051163","https://articleextractor.org/pages/86693/arhi_aerosmith_ver01/sn89051163/1896/05/20/ed-1/seq-1/0?user_id=6",NA,"86693_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",5492,"86693_1",NA,"Arkansas","1896-05-20",1896,5,20,"seq-1","ed-1",1,323,86693,1,"sn89051163","https://articleextractor.org/pages/86693/arhi_aerosmith_ver01/sn89051163/1896/05/20/ed-1/seq-1/0?user_id=6",NA,"86693_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",5493,"86695_0","The Forrest City times (Forrest City, A...)","Arkansas","1897-11-19",1897,11,19,"seq-8","ed-1",1,407,86695,0,"sn84022960","https://articleextractor.org/pages/86695/arhi_alakazam_ver01/sn84022960/1897/11/19/ed-1/seq-8/0?user_id=6",NA,"86695_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",5494,"86696_0","The Forrest City times (Forrest City, A...)","Arkansas","1897-10-08",1897,10,8,"seq-8","ed-1",1,406,86696,0,"sn84022960","https://articleextractor.org/pages/86696/arhi_alakazam_ver01/sn84022960/1897/10/08/ed-1/seq-8/0?user_id=6",NA,"86696_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",5495,"86697_0","The Forrest City times (Forrest City, A...)","Arkansas","1911-10-06",1911,10,6,"seq-1","ed-1",1,429,86697,0,"sn84022960","https://articleextractor.org/pages/86697/arhi_alakazam_ver01/sn84022960/1911/10/06/ed-1/seq-1/0?user_id=6",NA,"86697_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",5496,"86697_1","The Forrest City times (Forrest City, A...)","Arkansas","1911-10-06",1911,10,6,"seq-1","ed-1",1,430,86697,1,"sn84022960","https://articleextractor.org/pages/86697/arhi_alakazam_ver01/sn84022960/1911/10/06/ed-1/seq-1/0?user_id=6",NA,"86697_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",5497,"86697_2","The Forrest City times (Forrest City, A...)","Arkansas","1911-10-06",1911,10,6,"seq-1","ed-1",1,431,86697,2,"sn84022960","https://articleextractor.org/pages/86697/arhi_alakazam_ver01/sn84022960/1911/10/06/ed-1/seq-1/0?user_id=6",NA,"86697_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",5503,"86702_0","Evening star (Washington, D.C...)","District of Columbia","1878-08-03",1878,8,3,"seq-1","ed-1",1,2371,86702,0,"sn83045462","https://articleextractor.org/pages/86702/dlc_otterhound_ver01/sn83045462/1878/08/03/ed-1/seq-1/0?user_id=6",NA,"86702_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",5509,"86713_0","Woodruff County news (McCrory, Ark.)","Arkansas","1906-08-23",1906,8,23,"seq-1","ed-1",1,440,86713,0,"sn90050109","https://articleextractor.org/pages/86713/arhi_beatles_ver01/sn90050109/1906/08/23/ed-1/seq-1/0?user_id=6",NA,"86713_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",5510,"86714_0",NA,"Arkansas","1901-06-25",1901,6,25,"seq-3","ed-1",1,473,86714,0,"sn89051194","https://articleextractor.org/pages/86714/arhi_charmander_ver01/sn89051194/1901/06/25/ed-1/seq-3/0?user_id=6",NA,"86714_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",5511,"86718_0",NA,"Arkansas","1913-06-21",1913,6,21,"seq-4","ed-1",1,483,86718,0,"sn89051130","https://articleextractor.org/pages/86718/arhi_dragonair_ver01/sn89051130/1913/06/21/ed-1/seq-4/0?user_id=6",NA,"86718_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",5512,"86719_0",NA,"Arkansas","1911-11-22",1911,11,22,"seq-2","ed-1",1,482,86719,0,"sn89051130","https://articleextractor.org/pages/86719/arhi_dragonair_ver01/sn89051130/1911/11/22/ed-1/seq-2/0?user_id=6",NA,"86719_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",5515,"86725_0","Alexandria gazette (Alexandria, D.C...)","District of Columbia","1882-06-19",1882,6,19,"seq-2","ed-1",1,11973,86725,0,"sn85025007","https://articleextractor.org/pages/86725/vi_gabbana_ver01/sn85025007/1882/06/19/ed-1/seq-2/0?user_id=6",NA,"86725_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",5517,"86727_0","Savannah morning news (Savannah)","Georgia","1884-12-10",1884,12,10,"seq-1","ed-1",1,2592,86727,0,"sn82015137","https://articleextractor.org/pages/86727/gu_ace_ver02/sn82015137/1884/12/10/ed-1/seq-1/0?user_id=6",NA,"86727_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",5518,"86727_1","Savannah morning news (Savannah)","Georgia","1884-12-10",1884,12,10,"seq-1","ed-1",1,2593,86727,1,"sn82015137","https://articleextractor.org/pages/86727/gu_ace_ver02/sn82015137/1884/12/10/ed-1/seq-1/0?user_id=6",NA,"86727_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",5519,"86727_2","Savannah morning news (Savannah)","Georgia","1884-12-10",1884,12,10,"seq-1","ed-1",1,2594,86727,2,"sn82015137","https://articleextractor.org/pages/86727/gu_ace_ver02/sn82015137/1884/12/10/ed-1/seq-1/0?user_id=6",NA,"86727_2.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",5529,"86740_0","Lynchburg daily Virginian (Lynchburg [Va.])","Virginia","1857-07-10",1857,7,10,"seq-1","ed-1",1,11955,86740,0,"sn85034360","https://articleextractor.org/pages/86740/vi_exmoor_ver01/sn85034360/1857/07/10/ed-1/seq-1/0?user_id=6",NA,"86740_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",5530,"86742_0","Nashville union and American (Nashville, Tenn...)","Tennessee","1857-05-26",1857,5,26,"seq-2","ed-1",1,10893,86742,0,"sn85038518","https://articleextractor.org/pages/86742/tu_dolly_ver01/sn85038518/1857/05/26/ed-1/seq-2/0?user_id=6",NA,"86742_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",5533,"86745_0","The national era (Washington [D.C...)","District of Columbia","1857-09-17",1857,9,17,"seq-3","ed-1",2,2093,86745,0,"sn84026752","https://articleextractor.org/pages/86745/dlc_elf_ver03/sn84026752/1857/09/17/ed-1/seq-3/0?user_id=6","Y","86745_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",5534,"86747_0","The Hillsborough recorder (Hillsborough, N...)","North Carolina","1857-08-12",1857,8,12,"seq-2","ed-1",2,8211,86747,0,"sn84026472","https://articleextractor.org/pages/86747/ncu_hawk_ver02/sn84026472/1857/08/12/ed-1/seq-2/0?user_id=6",NA,"86747_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440",5535,"86748_0","The daily dispatch (Richmond [Va.])","Virginia","1859-01-12",1859,1,12,"seq-1","ed-1",1,12160,86748,0,"sn84024738","https://articleextractor.org/pages/86748/vi_manowar_ver01/sn84024738/1859/01/12/ed-1/seq-1/0?user_id=6",NA,"86748_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",5539,"86753_0","The Yazoo Democrat (Yazoo City, Mis...)","Mississippi","1859-04-02",1859,4,2,"seq-2","ed-1",2,7125,86753,0,"sn98021556","https://articleextractor.org/pages/86753/msar_junebug_ver01/sn98021556/1859/04/02/ed-1/seq-2/0?user_id=6",NA,"86753_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",5553,"86764_0","The Dallas daily herald (Dallas, Tex.)","Texas","1881-07-15",1881,7,15,"seq-3","ed-1",1,11271,86764,0,"sn83025733","https://articleextractor.org/pages/86764/txdn_chevy_ver01/sn83025733/1881/07/15/ed-1/seq-3/0?user_id=6",NA,"86764_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",5557,"86768_0","The weekly democratic statesman (Austin, Tex.)","Texas","1877-05-03",1877,5,3,"seq-3","ed-1",1,11184,86768,0,"sn83021327","https://articleextractor.org/pages/86768/txdn_audi_ver01/sn83021327/1877/05/03/ed-1/seq-3/0?user_id=6",NA,"86768_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",5558,"86768_1","The weekly democratic statesman (Austin, Tex.)","Texas","1877-05-03",1877,5,3,"seq-3","ed-1",1,11186,86768,1,"sn83021327","https://articleextractor.org/pages/86768/txdn_audi_ver01/sn83021327/1877/05/03/ed-1/seq-3/0?user_id=6",NA,"86768_1.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",5564,"86774_0","Clarksville weekly chronicle. (Clarksville, Te...)","Tennessee","1876-08-19",1876,8,19,"seq-3","ed-1",1,11110,86774,0,"sn88061082","https://articleextractor.org/pages/86774/tu_jimmy_ver02/sn88061082/1876/08/19/ed-1/seq-3/0?user_id=6",NA,"86774_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",5568,"86778_0","Staunton vindicator (Staunton, Va.)","Virginia","1878-03-29",1878,3,29,"seq-2","ed-1",1,12054,86778,0,"sn84024653","https://articleextractor.org/pages/86778/vi_klepper_ver02/sn84024653/1878/03/29/ed-1/seq-2/0?user_id=6",NA,"86778_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",5569,"86780_0","The daily dispatch (Richmond [Va.])","Virginia","1879-04-16",1879,4,16,"seq-2","ed-1",1,12059,86780,0,"sn84024738","https://articleextractor.org/pages/86780/vi_lauren_ver02/sn84024738/1879/04/16/ed-1/seq-2/0?user_id=6",NA,"86780_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",5582,"86791_0","The Austin weekly statesman. (Austin, Tex.)","Texas","1897-12-02",1897,12,2,"seq-12","ed-1",1,11224,86791,0,"sn86088296","https://articleextractor.org/pages/86791/txdn_audi_ver01/sn86088296/1897/12/02/ed-1/seq-12/0?user_id=6",NA,"86791_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",5584,"86795_0","The daily dispatch (Richmond [Va.])","Virginia","1859-01-10",1859,1,10,"seq-1","ed-1",1,12159,86795,0,"sn84024738","https://articleextractor.org/pages/86795/vi_manowar_ver01/sn84024738/1859/01/10/ed-1/seq-1/0?user_id=6",NA,"86795_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450",5585,"86796_0","The south-western (Shreveport, La.)","Louisiana","1859-01-26",1859,1,26,"seq-4","ed-1",1,5125,86796,0,"sn83016483","https://articleextractor.org/pages/86796/lu_sands_ver01/sn83016483/1859/01/26/ed-1/seq-4/0?user_id=6",NA,"86796_0.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
