docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
8292_0.txt,NA,1914,"was learned today that tom tureman , another rancher , was with hardman when the two masked men intercepted him on the highway and took possession of the prisoner , at the points of revolvers . 17 . - little hope was entertained by sheriff kand of apprehending the two",masked men,"who seized an unidentified man , apparently a tramp , being brought to baker by j . b . hardman , after he had confessed that he had attempted to criminally assault hardman's eight- year- old daughter , grace , and hung him to a tree in a canyon between",NA,NA
8292_0.txt,NA,1914,"in the upper burnt river country . so silently and methodically did the grim avengers work that not the least clue to their identity was left behind . hardman and his prisoner were rid ing on horseback toward whitney late yesterday to entrain for baker , when confronted by the",masked,"men , similar ly mounted . they secured possession of the prisoner despite hardman's plead 0ings that the law be allowed to take its course , and galloped away . silent but swift work . reaching the lonely canyon , they placed a rope about the man's neck , threw",NA,NA
8292_0.txt,NA,1914,"in the upper burnt river country . so silently and methodically did the grim avengers work that not the least clue to their identity was left behind . hardman and his prisoner were rid ing on horseback toward whitney late yesterday to entrain for baker , when confronted by the",masked men,", similar ly mounted . they secured possession of the prisoner despite hardman's plead 0ings that the law be allowed to take its course , and galloped away . silent but swift work . reaching the lonely canyon , they placed a rope about the man's neck , threw one",NA,NA
8293_0.txt,"Daily Kennebec journal (Augusta, Me.)",1886,"being palm sunday the cathedral was more than usually thronged by worshippers , and when the fearful work of the priest was realized a furious",mob,"followed the carriage in which he was conveyed to prison by gendarmes , whose presence alone prevented the lynching of the would murderer . the mo tive for the crime was be revenge .",NA,NA
8293_1.txt,"Daily Kennebec journal (Augusta, Me.)",1886,"april 18 . recently the oak hill church near mc dade was destroyed by fire and circumstances pointed to arson . a man named christian was arrested for the offense , tried and acquitted . last night while going home in with his wife christian was met by company a",mob,and riddled with bullets .,NA,NA
8297_0.txt,"The evening world (New York, N.Y.)",1893,"lively times in denver , leader of the lynching",mob,"of wednesday night arrested . colorado troops guard a bank- 400 men seize a train . denver july 28 . - at midnight last night the streets were deserted and everything was quiet . lynched the itallan murderer , has just hat been arrested .",NA,NA
8298_0.txt,"The Iowa plain dealer (New Oregon, How...)",1891,"at reno , nev . , louis ortiz , a well known desperate character , was lynched by a",mob,for fatally officer nash . shooting,NA,NA
8298_1.txt,"The Iowa plain dealer (New Oregon, How...)",1891,"anton o . sieboldt , who murdered james meehan a week ago , was taken from the county jail at darlington wis . , by a",mob,"and lynched . ,",NA,NA
8301_0.txt,NA,1891,"new capital offense . denver , colo . , may 5 . - at 10 o'clocking saturday night the police were . summoned hastily to west denver , where a",mob,"was in the act of lynching a china man named wing lee . the neighbor hood has been unhealthy of late , and an examination was made of the cellars occupied by celestials . the filth and stench was several frightful , and this so en raged the people that",NA,NA
8303_1.txt,"The Globe-republican (Dodge City, Kan...)",1891,"john rose and john edwards , convicted of a double murder , were shot to death by",masked,"men , who broke the jail at zealandi , wash . into",NA,NA
8303_1.txt,"The Globe-republican (Dodge City, Kan...)",1891,"john rose and john edwards , convicted of a double murder , were shot to death by",masked men,", who broke the jail at zealandi , wash . into",NA,NA
8304_0.txt,NA,1887,the nebraska city lynching . denver republican . a,mob,"at nebraska city has lynched shel lenberger , who was convicted of murdering his own child . although mob law is always wrong , there are times when it assumes such phases as to make it almost excusable . such a case was that of shellenberger , if he was",NA,NA
8304_0.txt,NA,1887,"the nebraska city lynching . denver republican . a mob at nebraska city has lynched shel lenberger , who was convicted of murdering his own child . although",mob,"law is always wrong , there are times when it assumes such phases as to make it almost excusable . such a case was that of shellenberger , if he was indeed guilty of the crime of which he was convicted in view of the fact that there was danger",NA,NA
8305_1.txt,"New Ulm weekly review (New Ulm, Minn.)",1891,avenged the murderers of chief hennessy are shot by indignant citizens new orleans . of,mob,"of over three thousand headed by prominent men of city do the job . the new orleans , march 16- new orleans struck the mafia a death blow to- day . it rose in its might almost at midday and wreaked a terrible vengeance upon the sicilian assassins who relentlessly",NA,NA
8305_1.txt,"New Ulm weekly review (New Ulm, Minn.)",1891,"death at the hands of the enraged ulace : pop manuel polietz , pietro monastro , antonio scaffedi , joseph p . macheca , antonio marchesi , bagnetto , frank romero , jim caruso , antonio rocco gerachi , charles trahine and comitez . it was not an unruly midnight",mob,". it was simply a sullen , determined body of citizens who took into their hands what justice had ignominously failed own to do . last night a body of cool- headed men , lawyers , doctors , merchants and political leaders- all persons of influence and social standing- quietly",NA,NA
8305_1.txt,"New Ulm weekly review (New Ulm, Minn.)",1891,"was produced . then the leader called for some one who knew the right men , and volunteer responded and the door was thrown open . the gallery was deserted , but an old woman , speaking as fast as could , said the men were up stairs . she",a party of,"seven or eight quickly ascended the stair case , and as they reached the landing the assassins filed down at the other end . half a dozen followed them . scarcely a word was spoken . it was time for action . the filled with lead . deadly rain of",NA,NA
8305_1.txt,"New Ulm weekly review (New Ulm, Minn.)",1891,"the reports of the murderous bang weapons and a poured into the ching figures . manuel polietz and antonio bagnetto , were hanged and their bodies riddled with bullets , the rest of the assassins were shot . as soon as the bloody work was done the leaders addressed the",mob,"and asked disperse . them this they consented to do with a ringing shout , but first they made a rush for park erson , and , litting him bodily , supported him on their shoulders while they marched up the street . the avengers came back in body to",NA,NA
8305_1.txt,"New Ulm weekly review (New Ulm, Minn.)",1891,"orleans , going from his of fice to his home was waylaid and shot to pieces by a band of italian assassins , armed with such blunderbusses as could only have been made and used for the purpose of sassination . as the indignation and the excitement was such that",mob,"law and lynching were about to be resorted to . to allay excite ment and to assist the constituted authorities , the mayor of the city appointed a committee of fifty representative citizens to take charge of the investigations and to aid the trial and conviction of the assassins measure",NA,NA
8308_0.txt,"Grant County herald (Lancaster, Wis.)",1889,"man of 17 years , assisted the vigilantes , even pulling on the which sent his father rope into eternity . after the rope around olsen's was first placed neck he told that his life was would be spared if he would leave the county . probably thinking that his",captors,"were only trying to frighten him , olsen was obstinate and his only reply was a volley of oaths . a prominent farmer is said to have been the and leader of the mob , which organizer numbered about 100 in all .",NA,NA
8308_0.txt,"Grant County herald (Lancaster, Wis.)",1889,"life was would be spared if he would leave the county . probably thinking that his captors were only trying to frighten him , olsen was obstinate and his only reply was a volley of oaths . a prominent farmer is said to have been the and leader of the",mob,", which organizer numbered about 100 in all .",NA,NA
8314_0.txt,"The Chanute times (Chanute, Kan.)",1897,"william andrews , a negro , was convicted of assault and sentenced to death maryland . a",mob,took him from the in officers and killed him .,NA,NA
8321_0.txt,NA,1912,double murderer lynched north dakota,mob,"takes man jail and hangs him . from steele , n . d . , nov . 9 . - george baker , imprisoned in the kidder county jail here on a charge of murder , was taken from prison by an infuriated mob and lynched . this was the",NA,NA
8321_0.txt,NA,1912,"double murderer lynched north dakota mob takes man jail and hangs him . from steele , n . d . , nov . 9 . - george baker , imprisoned in the kidder county jail here on a charge of murder , was taken from prison by an infuriated",mob,and lynched . this was the first in the state in a decade . lynching,NA,NA
8328_0.txt,"The Globe-republican (Dodge City, Kan...)",1898,". this is the tragie denouement of the assassination of john t . orr , a wealthy merchant , a few nights ago . the wife died from a dose of poison , self- administered , while the negroes , her associates in crime , were strung up by a",mob,"of citizens . miss morris , the jewess implicated in the assasination , was not hanged , she having disappeared . the lynched are : manse castle , dennis ricord , ella weaver , susie jacobs , will saunders . late saturday night john t . orr was assassinated .",NA,NA
8330_0.txt,"The daily morning Astorian (Astoria, Oregon)",1889,"quick work in kentucky . owensboro , ky . , dec . 19 . - last night doc jones , a negro barber , while drunk , shot john westerfield ( white ) dead . early this morning a",mob,took jones from jail and lynched him .,NA,NA
8331_0.txt,"Democratic Northwest (Napoleon, Ohio)",1889,"a negro burglar lynched . new 20 . - the times democrat's monroe , la . , special says that a negro burglar belonging to a gang that have been robbing residences around columbia was captured friday night , and while being taken to jail was captured by a",mob,and lynched . he fessed his guilt . con,NA,NA
8332_0.txt,"Evening journal (Wilmington, Del...)",1897,"s . c . , jan . 9 . - simon cooper , the negro outlaw who murdered three mem bers of the wilson family and a colored servant , was lynched near here . cooper was captured by the sheriff's posse and was being taken to sumter when the",mob,"decided to hang him . the deputy sheriff , aided by two men , resisted . the lynchers , but were overpowered . a rope was thrown over the limb of a tree , and as the man swung upward the body was pierced by more than 150 bullets .",NA,NA
8332_1.txt,"Evening journal (Wilmington, Del...)",1897,"mr . turbeville of florence , and the party started for town . the crowd of nearly 100 men fol lowed . there were mutterings of lynch ing , but the trouble did not culminate un til green swamp was reached , about two miles from sumter . then the",mob,"demanded cooper's surrender . the officers were overpowered and the negro lynched as related . the coroner's jury returned a verdict that , cooper "" came to his death at the hands of a mob whose members are known to the jury . "" un",NA,NA
8332_1.txt,"Evening journal (Wilmington, Del...)",1897,"un til green swamp was reached , about two miles from sumter . then the mob demanded cooper's surrender . the officers were overpowered and the negro lynched as related . the coroner's jury returned a verdict that , cooper "" came to his death at the hands of a",mob,"whose members are known to the jury . "" un",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,,mob,"strings up murderers at yreka , california . bad if guilty lot , farmers of the vicinity take an active part . jail is entered by strategy prisoners taken out and hanged separately . garland seemler remembers his mother- no time for statements or anything but hanging- old- time scenes",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"jail is entered by strategy prisoners taken out and hanged separately . garland seemler remembers his mother- no time for statements or anything but hanging- old- time scenes . - yreka , cal . , aug . 26 . - four murderers were taken from the county jail by a",mob,"of 250 men at o'clock this morning and lynched . a band of citizens , fear- ing that the law would not be carried out and angered over the atrocity of re cent crimes , determined to take matters into their own hands . the lynching was the ghastly climax",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"back louis moreno and garland seemler , who are supposed to have killed george sears and casper meirerhans at bailey hill on august 5 were also hanged . at 11 o'clock last night farmers from all of the surrounding country began to drive into town , and by midnight the",mob,"was ready to march to the county jail . before taking a step , however , every precaution was taken to prevent the plans of the lynchers being frustrated by the officers of the law . the sheriff and one of his deputies were de toyed to another part of",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"county jail . before taking a step , however , every precaution was taken to prevent the plans of the lynchers being frustrated by the officers of the law . the sheriff and one of his deputies were de toyed to another part of town by two members of the",mob,"who were engaged in a sham fight and the fire bell was muffled to prevent an alarm being given in that way . when the jail was reached a number of the men , all of whom were masked , awakened under sheriff radford and demanded the keys from him",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"toyed to another part of town by two members of the mob who were engaged in a sham fight and the fire bell was muffled to prevent an alarm being given in that way . when the jail was reached a number of the men , all of whom were",masked,", awakened under sheriff radford and demanded the keys from him . he positively refused to open the door or give the keys up , telling them that if they broke in the doors he would blow their brains out . finding that radford was determined not to give them",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"the jail since the commitment of so many murderers , thinking some one was escaping from the jail , fired two shots out of the win dow to alarm city marshal parks and deputy sheriff radford . he then open ed the doors and was immediately held up by the",mob,"who took the keys from him and entered the jail . having no keys to the different cells they were compelled to burst the locks with a sledge hammer , which they proceeded to do at once . lawrence h . johnson , who brutally stabbed his wife to death",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"they were compelled to burst the locks with a sledge hammer , which they proceeded to do at once . lawrence h . johnson , who brutally stabbed his wife to death at etna on sunday evening , july 28 , was the first to receive the attention of the",mob,". they broke the lock from the door of his cell and placing a rope around his neck , led him out of the jail and across the street to where an iron rail was laid between the forks of two locust trees . johnson pleaded for mercy but the",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"across the street to where an iron rail was laid between the forks of two locust trees . johnson pleaded for mercy but the silent gathering gave no heed to his ap peals and he was quickly strung up , dying from strangulation in a few min utes . the",mob,"returned to the jail and next broke into the cell of william null , who shot henry hayter at callahan's on april 21 in a dispute over a mining property . null desired to make a state ment , but time was too valuable to per mit any such preliminaries",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,", arrived on the scene and , starting for the jail door , was commanded to halt , the command being em hasized by the display of several revolvers . he was told that the "" job had been done . "" by this time the greater part of the",mob,"had dispersed , leaving only about thirty or forty men on guard , who soon left after the sheriff arrived . the bodies were taken down by cor oner schofield and marshal parks , who removed them in a wagon to an engine house , where they were laid side",NA,NA
8335_0.txt,"The Wichita daily eagle (Wichita, Kan.)",1895,"oner schofield and marshal parks , who removed them in a wagon to an engine house , where they were laid side by side . the coroner has summoned a jury to hold an inquest . yreka is a little mining town and yars ago was frequently the scene of",mob,violence . the sumary manner in which justice was meted to the four murderers this morning reminded the pioneers of similar scenes during the gold excite- ment forty years ago when it was not an uncommon spectacle to awaken in the morning and see the body of a notorious criminal,NA,NA
8336_0.txt,"Daily inter mountain (Butte, Mont.)",1901,"leavenworth , kan . , jan . 15 . - crowds still surrounded the walls of the state penitentiary at lansing today , bent on lynching fred alexander , the negro charged with attempted assault , in case the officials should start with him for leavenworth for trial . a",mob,stood about the penitentiary last night and hooted speechmakers who counselled that the law be permitted to take its course . sheriff everhard and his deputies started to the penitentiary shortly after noon to bring alexander to the county jail . if this step is taken it is believed that,NA,NA
8339_1.txt,"The Paducah daily sun (Paducah, Ky.)",1896,"the unenviable record the state of kentucky has so rapidly made recently , is to be deeply deplored by all good citizens . the contagion of",mob,violence seems to have spread with most alarming rapidity . the lynching the negro holt at owens boro is in of many of its features with,NA,NA
8340_0.txt,NA,1901,"smithville , tenn . , aug . 4 . - the first lynching in the annals of dekalb coun ty took place yesterday morning when charley davis , who was charged with criminal assault on miss kate hues , was taken from the court house by a",mob,of about twenty- five friends and relatives of the young lady and hanged about a quarter of a mile from town . the assault on miss hues was committed last sunday evening and mon day morning davis was taken before a magistrate . he submitted his case and the trial,NA,NA
8340_0.txt,NA,1901,"shots were fired in the crowd before he and davis was captured could jump . the sheriff and one of his who were constable , deputies and a trying to prevent the lynching , together with the father of the defendant , severely injured in a clash with the were",mob,.,NA,NA
8342_0.txt,"The Manitowoc pilot (Manitowoc, Wis.)",1896,general news . a,mob,"lynched two men at glencoe , minn , on saturday . they had killed a farmer and were pursued by sheriff rogers and a deputy . the men resisted arrest and the sheriff was shot they had their trial last week and were found guilty of murder in the second",NA,NA
8350_0.txt,"The Adair County news (Columbia, Ky.)",1908,"four negroes were lynched at , russellville last saturday morn ing . they were taken from jail , a charged with being implicated in the killing of a white man .",mob,"law should be condemned by all good citizens . when accused are in custody they should be of given the benefit of a fair trial . a fireman on the steamer horda , was taken to the swinburne island hospital at new york in suffering from yellow fever . the",NA,NA
8351_0.txt,"The Paducah daily sun (Paducah, Ky.)",1897,"murderer to the jail , but was kept at bay by the officers . a",mob,"is now forming for the purpose of lynching the negro strikers . glaim gains . members of the mob that lynched sullivan yesterday before daylight . the action of the mob is , however , approved . generally williamsburg , ky . , aug . 23 .",NA,NA
8351_0.txt,"The Paducah daily sun (Paducah, Ky.)",1897,"murderer to the jail , but was kept at bay by the officers . a mob is now forming for the purpose of lynching the negro strikers . glaim gains . members of the",mob,"that lynched sullivan yesterday before daylight . the action of the mob is , however , approved . generally williamsburg , ky . , aug . 23 .",NA,NA
8351_0.txt,"The Paducah daily sun (Paducah, Ky.)",1897,"murderer to the jail , but was kept at bay by the officers . a mob is now forming for the purpose of lynching the negro strikers . glaim gains . members of the mob that lynched sullivan yesterday before daylight . the action of the",mob,"is , however , approved . generally williamsburg , ky . , aug . 23 .",NA,NA
8353_-1.txt,NA,1896,melville kennedy ( colored ) was lynched by a,mob,"at windsor , s . c . , for alleged assault on a young woman . michael kraemer shot and killed his mother in long island city . n . y . , and then killed himself . no cause was known . thomas jones , a widower with five",NA,NA
8353_-1.txt,NA,1896,". he was a member of congress from 1876 to 1884 . a deficit of over 250,000 marks was dis covered in the savings bank of herr lysabbel at berlin . paul frances and gilbert frances were taken from jail at convent , la . . and lynched by a",mob,"for attempting to rob a store . rev . allen thompson died at bor dentown , n . j . he was born in new jersey on may 21 , 1796 . washington , march 2 . - the senate was not in session on saturday . in the house",NA,NA
8355_1.txt,"Daily public ledger (Maysville, Ky.)",1908,"middleton , tenn . , july 14th . -members of a",mob,"of 100 or more fought among themselves for four hours as to whether to lynch a negro , hugh jones , or bring him on to middleton and turn him over to the officers . outnumbered , the adherents of law and order were routed , and at daylight jones",NA,NA
8356_0.txt,"Red Lodge picket (Red Lodge, Mont...)",1897,"women and two children , and the fiend shot them down and left them dead where they fell . he also shot at six other negroes , who narrowly escaped . as soon as the bloody work of sibley was discovered the most intense excite ment prevailed , and a",mob,"was organized to lynch the murderer . sibley took to the woods , carrying his shotgun with him , and at last accounts the mob had surrounded him and a bloody fight imminent was .",NA,NA
8356_0.txt,"Red Lodge picket (Red Lodge, Mont...)",1897,"negroes , who narrowly escaped . as soon as the bloody work of sibley was discovered the most intense excite ment prevailed , and a mob was organized to lynch the murderer . sibley took to the woods , carrying his shotgun with him , and at last accounts the",mob,had surrounded him and a bloody fight imminent was .,NA,NA
8357_0.txt,"Eagle River review (Eagle River, Wi...)",1898,john becker lynched . murderer of a girl meets death at hands of a,mob,". at great bend , kan . , in the public square a murderer was lynched the other evening by a mob of probably 500 persons . the victim was john becker , a white man , 50 killed myrtle huffmeister , the 16- year- old daughter of william huffmeister",NA,NA
8357_0.txt,"Eagle River review (Eagle River, Wi...)",1898,"john becker lynched . murderer of a girl meets death at hands of a mob . at great bend , kan . , in the public square a murderer was lynched the other evening by a",mob,"of probably 500 persons . the victim was john becker , a white man , 50 killed myrtle huffmeister , the 16- year- old daughter of william huffmeister , a farm er , living near there . becker was taken from the jail at hutchinson to great in bend for",NA,NA
8357_0.txt,"Eagle River review (Eagle River, Wi...)",1898,", a white man , 50 killed myrtle huffmeister , the 16- year- old daughter of william huffmeister , a farm er , living near there . becker was taken from the jail at hutchinson to great in bend for preliminary examination . the early part of the evening the",mob,"was swarming around the jail . evidently believing that he could outwit the lynchers by flight , the sheriff rushed becker from the jail to his buggy , but he had no sooner done so than he and his men and the prisoner were surrounded . seizing the murderer ,",NA,NA
8357_1.txt,"Eagle River review (Eagle River, Wi...)",1898,"river review . o . b . moon , publisher . eagle river , . . wisconsin . negroes strung up . five murderers lynched in alabama . the slayers of three aged people feel the vengeance of a",mob-,"favorable view of present commercial conditions taken by bradstreet's . soldiery arrived too late . the men who murdered mr . carden and his wife and an old man named carlee , near wetumpka , ala . , have been lynched . gov . johnston received a message from the",NA,NA
8357_1.txt,"Eagle River review (Eagle River, Wi...)",1898,"present commercial conditions taken by bradstreet's . soldiery arrived too late . the men who murdered mr . carden and his wife and an old man named carlee , near wetumpka , ala . , have been lynched . gov . johnston received a message from the sheriff that a",mob,"was assembling . he feared his prisoners would be taken from him , and so asked for troops . the governor soon got together about ninety men of the montgomery militia and sent them to wetumpka on a special train . before they reached there , however , the mob",NA,NA
8357_1.txt,"Eagle River review (Eagle River, Wi...)",1898,"mob was assembling . he feared his prisoners would be taken from him , and so asked for troops . the governor soon got together about ninety men of the montgomery militia and sent them to wetumpka on a special train . before they reached there , however , the",mob,"had secured the prisoners- five in number and taken them to the scene of the murder . four of the negroes confess ed to having participated in the crime , and one of them told where he had hid the money . he was compelled to find it , and",NA,NA
8357_1.txt,"Eagle River review (Eagle River, Wi...)",1898,"one of them told where he had hid the money . he was compelled to find it , and in a few minutes , near the scene of the crime , all five were swung up and their bodies riddled with bullets . the militia was unable to follow the",mob,", as the men were all well mounted and no means of conveyance was at hand to take the soldiers after them . in the morning efforts were made to find the negroes , and about 11 o'clock news came over the telephone from wetumpka that they had been found",NA,NA
8358_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1890-1893,1891,"a double lynching . bastrop , la . , nov . 4 . -w . s . felton and j . t . smith were taken from jail here by a",mob,and hanged . the parties were accused of having murdered j . dykus some months ago .,NA,NA
8360_0.txt,"The evening world (New York, N.Y.)",1892,negro murderers lynched . seven hundred vicksburg citizens execute,mob,"law . local light artillerymen refuse to defend the jail . iry associated press . 1 vicksburg , miss . . july 6 . - smith tooley and john i . . adams , allas totch , were hanged about 12.20 o'clock this morning in the courthouse yard by a",NA,NA
8360_0.txt,"The evening world (New York, N.Y.)",1892,"law . local light artillerymen refuse to defend the jail . iry associated press . 1 vicksburg , miss . . july 6 . - smith tooley and john i . . adams , allas totch , were hanged about 12.20 o'clock this morning in the courthouse yard by a",mob,"of fully 700 white citizens . the warren light artillery declined to defend the jail and the crowd had no resist- ance . tooley was found alone in his cell and was knocked down and taken out into the street in front of the jall , where he was cross-",NA,NA
8360_0.txt,"The evening world (New York, N.Y.)",1892,"lynching in west virginia . by associated press . 1 wheeling , w . va . , july 6 . - edgar jones , colorea , who murdered michael tierney mon day night , was taken out of jail at weston lewis county , at 2.30 this morning by a",mob,and hanged . large,NA,NA
8364_0.txt,NA,1893,"-isaac harper , a negro . was lynched by a calera . ala . .",mob,of enraged white and colored people . harper broke into the house of h . m ender and assaulted his wife . ender is a railroad man . the negro was in his employ and was discharged and took this mode of revenge . -the most startling incident in the,NA,NA
8366_0.txt,The times (Washington [D.C...),1897,make short work of bonner . texas,mob,"lynches a negro who confessed to rape . belleville , tex . , aug . 26 . - at 2 o'clock this morning a mob of 200 men took a young negro named bonner from jail , where he was incarcerated charged with criminal assault upon mrs . zachon ,",NA,NA
8366_0.txt,The times (Washington [D.C...),1897,"make short work of bonner . texas mob lynches a negro who confessed to rape . belleville , tex . , aug . 26 . - at 2 o'clock this morning a",mob,"of 200 men took a young negro named bonner from jail , where he was incarcerated charged with criminal assault upon mrs . zachon , an aged white woman , near milheim , and lynched him in the woods half a mile from town , after he had confessed the",NA,NA
8366_0.txt,The times (Washington [D.C...),1897,"took a young negro named bonner from jail , where he was incarcerated charged with criminal assault upon mrs . zachon , an aged white woman , near milheim , and lynched him in the woods half a mile from town , after he had confessed the crime . the",mob,"had first to intimidate the sheriff to get the keys . the same negro was suspected of three other crimes of like nature . charged with criminal assault . ridgeway , ill . , aug . 26 . - joe wade , a brother of bill wade , who killed",NA,NA
8368_0.txt,"The World (Martinsburg, W....)",1891,"child come no . out every man , acting on a common impulse , rushed angrily upon the chinaman , who stood like a guard at the door . he realized his danger . hastily opening the door he jumped inside and closed it again in the face of the",mob,". detective john o'rourke , of the sixth precinct , and detective- sergt . john o'brien , of the central office , were standing on the corner of mott street . they saw the child , too . o'brien walked up to her quickly and asked her what she had",NA,NA
8368_0.txt,"The World (Martinsburg, W....)",1891,"they saw the child , too . o'brien walked up to her quickly and asked her what she had been doing in the basement store . she was frighten ed and began to cry . o'brien turned her over to a policeman to take to the station house . the",mob,"that had gathered in front of the place had worked itself up to a frenzy of excitement . mad efforts were made to burst open the door , which had been barricaded within . the glass windows were shattered . o'rourke entered . o'brien turned in the doorway and faced",NA,NA
8368_0.txt,"The World (Martinsburg, W....)",1891,"one of the chinamen . again the cries of "" lynch them ! "" went up and one man who carried a rope with a noose in the end threw it like a lasso at one of the prisoners . the rope struck o'rourke . the police then charged the",mob,", which was becoming dangerous , and succeeded in holding it back until the chinamen were safe within the station house , detective o'brien and another officer remained in charge of the base ment at . the police station the prisoners a town , improve the streets of the town",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,"grand jury , judge j . g . cooper issued a bench warrant for assistant jailer will cox on a charge of perjury . cox , who was in the ante- room waiting to appear before the grand jury , was arrested and jailed . it is reported that the",mob,"which shot the negroes did not consist of over ten people . ten men would not have made the attack , unless they had had an understanding with richardson . the whole plot will be laid bare , at least , that is what the officers say . to thank",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,"purpose purpose of publicly thanking gov . turney , judge cooper and the white citizens of memphis for the determination they have shown to bring the millington lynchers to justice . funds will also be raised for the widows and orphans of the six negroes who were murdered by the",mob,". the plot laid bare . the whole plot of the kerrville lynch is now laid bare . before many hours elapse , it is thought every one who had anything to do with the affair , or the majority of them , will be behind the bars . bob",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,"lynching in louisiana . a desperado riddled and a bloody feud thought possible . minden , la . , sept . 9 . - link waggoner , a noted desperado of north louisiana and eastern texas , was shot to death in his cell in the parish jail by a",mob,"last night at 1 o'clock . waggoner , for the past five years , had been a terror in that country . innumerable mur ders are laid at his door , and his robberies most daring were . he was captured about two months ago at nacogdoches , tex ,",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,brought to homer in clayborne county and tried on a charge of murder . the case was not proven against him and he was sent to the jail here for safe keeping to await trial on other charges against him . while at homer an attempt was made by a,mob,"to kill him , but single- handed- having in some unaccountable manner obtained possession of a pistol- he kept the whole mob at bay until assistance arrived . last night the jail here was broken into by a mob of seventy- five , who shot him dead in his cell",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,"he was sent to the jail here for safe keeping to await trial on other charges against him . while at homer an attempt was made by a mob to kill him , but single- handed- having in some unaccountable manner obtained possession of a pistol- he kept the whole",mob,"at bay until assistance arrived . last night the jail here was broken into by a mob of seventy- five , who shot him dead in his cell and then dispersed waggoner has . three brothers in nacogdoches , and it is believed they will make an attempt to avenge",NA,NA
8371_0.txt,"The morning news (Savannah, Ga.)",1894,"him . while at homer an attempt was made by a mob to kill him , but single- handed- having in some unaccountable manner obtained possession of a pistol- he kept the whole mob at bay until assistance arrived . last night the jail here was broken into by a",mob,"of seventy- five , who shot him dead in his cell and then dispersed waggoner has . three brothers in nacogdoches , and it is believed they will make an attempt to avenge his death . the desperado had a good many friends in this section of the country and",NA,NA
8373_0.txt,NA,1896,"the two men who murdered cashier dorsey of the city national bank in wachita falls , tex . , on tuesday , and then looted the bank , were taken from jail by a",mob,wednesday night and lynched to a telegraph pole .,NA,NA
8378_0.txt,"Evening journal (Wilmington, Del...)",1915,"shame added to shame . eo m . frank , alleged slayer of mary phagan , has l been taken from prison by a",mob,"and lynched . georgia's measure of shame has been filled to over flowing . her officials , who permitted such a crime to be committed , are the objects of the nation's condemna . tion and contempt . a large majority of the people of the united states believed honestly",NA,NA
8382_0.txt,"Vernon County censor (Viroqua, Wis.)",1900,to the ground . nebraska,mob,"is outwitted . attempt to lynch the slayer of rulo's towa marshal fails . town marshal wake of rulo , neb . , was shot and instantly killed by a drunk en man whom he had placed under arrest , and the lynching of the murderer was averted only by",NA,NA
8382_0.txt,"Vernon County censor (Viroqua, Wis.)",1900,"to lynch the slayer of rulo's towa marshal fails . town marshal wake of rulo , neb . , was shot and instantly killed by a drunk en man whom he had placed under arrest , and the lynching of the murderer was averted only by the outwitting of a",mob,"by the authorities , who hurried him secretly away from the town . william hunt was the man's name , and when marshal wake arrested him for drunkenness he resisted , and , pulling his revolver , shot the officer twice in the breast . he confessed to the crime",NA,NA
8382_0.txt,"Vernon County censor (Viroqua, Wis.)",1900,", who hurried him secretly away from the town . william hunt was the man's name , and when marshal wake arrested him for drunkenness he resisted , and , pulling his revolver , shot the officer twice in the breast . he confessed to the crime and a determined",mob,"quickly formed and advanced on the jail where hunt was confined . the authorities received warning in time and hustled the man off to falls city , county seat . the",NA,NA
8382_1.txt,"Vernon County censor (Viroqua, Wis.)",1900,sheriff outwits armed,mob,". a mob numbering 500 armed men congregated at the brazil . ind . , fair grounds and planned to raid the county jail and lynch samuel harmon , who murdered young charles reynolds . sheriff kling ler heard of the coming of the mob and spirited the prisoner away",NA,NA
8382_1.txt,"Vernon County censor (Viroqua, Wis.)",1900,sheriff outwits armed mob . a,mob,"numbering 500 armed men congregated at the brazil . ind . , fair grounds and planned to raid the county jail and lynch samuel harmon , who murdered young charles reynolds . sheriff kling ler heard of the coming of the mob and spirited the prisoner away to the county",NA,NA
8382_1.txt,"Vernon County censor (Viroqua, Wis.)",1900,"sheriff outwits armed mob . a mob numbering 500 armed men congregated at the brazil . ind . , fair grounds and planned to raid the county jail and lynch samuel harmon , who murdered young charles reynolds . sheriff kling ler heard of the coming of the",mob,and spirited the prisoner away to the county jail . vigo,NA,NA
